,Ksl,U.0,U.1,U.2,Us.0,Us.1,Us.2,cellID,cellLevel,epsilon,k,nut,p,p_backup,rho,voidfraction,Volume,Cell.Type,t,dp
155,11941,-0.083555,-0.076974,0.80347,-0.02051,-0.014085,0.00098033,3754.8,NA,NA,NA,NA,150.93,NA,1.21,0.43714,0.000019624,1,7.7,182.6253
156,7160.3,0.062272,0.074144,0.70362,0.0012273,0.005353,0.02708,3754.8,NA,NA,NA,NA,137.85,NA,1.21,0.54938,0.000019624,1,7.75,166.7985
157,7290.5,0.020257,0.05063,0.69412,0.0045282,0.0059263,-0.050086,3754.8,NA,NA,NA,NA,95.639,NA,1.21,0.56936,0.000019624,1,7.8,115.72319
158,10234,-0.059556,-0.026826,0.74458,-0.0093579,-0.003643,-0.022441,3754.8,NA,NA,NA,NA,97.46,NA,1.21,0.48551,0.000019624,1,7.85,117.9266
159,11584,-0.0080976,-0.0093141,0.81565,-0.015286,-0.0113,0.014686,3754.8,NA,NA,NA,NA,170.48,NA,1.21,0.43846,0.000019624,1,7.9,206.2808
160,5927,0.04645,0.0023015,0.66408,0.011498,0.003824,0.0033404,3754.8,NA,NA,NA,NA,124.39,NA,1.21,0.58432,0.000019624,1,7.95,150.5119
161,8478.7,-0.051086,-0.067702,0.71744,0.0033894,0.0020616,-0.048423,3754.8,NA,NA,NA,NA,95.734,NA,1.21,0.53651,0.000019624,1,8,115.83814
162,10950,-0.026425,-0.012288,0.80563,-0.022906,-0.022577,0.026337,3754.8,NA,NA,NA,NA,172.1,NA,1.21,0.45175,0.000019624,1,8.05,208.241
163,5686,0.070999,0.065219,0.65416,0.006787,0.0038579,-0.018856,3754.8,NA,NA,NA,NA,120.87,NA,1.21,0.59069,0.000019624,1,8.1,146.2527
164,10077,0.0093108,0.0066954,0.73839,0.0032658,0.003618,-0.038237,3754.8,NA,NA,NA,NA,108.46,NA,1.21,0.49194,0.000019624,1,8.15,131.2366
165,10051,0.052362,0.036275,0.78993,-0.0011658,-0.0042,0.027183,3754.8,NA,NA,NA,NA,178.03,NA,1.21,0.47293,0.000019624,1,8.2,215.4163
166,6020.1,-0.00042767,0.016049,0.64852,0.011847,0.0095416,-0.037176,3754.8,NA,NA,NA,NA,115,NA,1.21,0.58472,0.000019624,1,8.25,139.15
167,11288,-0.056434,-0.0091544,0.77319,-0.0083807,-0.0026828,-0.0062059,3754.8,NA,NA,NA,NA,131.58,NA,1.21,0.45944,0.000019624,1,8.3,159.2118
168,8165.6,0.048152,0.012914,0.73185,-0.0011361,-0.0028862,0.042914,3754.8,NA,NA,NA,NA,150.87,NA,1.21,0.52273,0.000019624,1,8.35,182.5527
169,10337,0.071792,0.003493,0.80014,0.0029946,-0.014492,0.024433,3754.8,NA,NA,NA,NA,180.96,NA,1.21,0.46582,0.000019624,1,8.4,218.9616
170,6461.3,0.034721,-0.014831,0.66452,0.0040001,0.0012111,-0.055375,3754.8,NA,NA,NA,NA,107.67,NA,1.21,0.59304,0.000019624,1,8.45,130.2807
171,11820,-0.067791,-0.088675,0.80015,-0.015438,-0.018147,-0.0028745,3754.8,NA,NA,NA,NA,150.82,NA,1.21,0.4393,0.000019624,1,8.5,182.4922
172,7344,0.055512,0.070246,0.71075,0.0046087,0.00094209,0.027602,3754.8,NA,NA,NA,NA,139.54,NA,1.21,0.54408,0.000019624,1,8.55,168.8434
173,7207.3,0.0020459,0.064315,0.69192,0.0055844,0.0051329,-0.051236,3754.8,NA,NA,NA,NA,95.884,NA,1.21,0.56976,0.000019624,1,8.6,116.01964
174,11676,0.021966,-0.0099911,0.81647,-0.011681,-0.0074963,0.011875,3754.8,NA,NA,NA,NA,174.64,NA,1.21,0.43739,0.000019624,1,8.65,211.3144
175,5892.5,0.018852,0.018324,0.662,0.0059528,0.0076077,0.001292,3754.8,NA,NA,NA,NA,122.98,NA,1.21,0.58476,0.000019624,1,8.7,148.8058
176,8595.6,-0.09834,-0.037166,0.71542,0.00072251,0.0032651,-0.047561,3754.8,NA,NA,NA,NA,94.349,NA,1.21,0.53151,0.000019624,1,8.75,114.16229
177,10912,-0.035419,0.017376,0.80669,-0.026155,-0.013662,0.028807,3754.8,NA,NA,NA,NA,173.83,NA,1.21,0.45276,0.000019624,1,8.8,210.3343
178,5617.1,0.083995,0.03372,0.64938,0.0059668,0.0031753,-0.026367,3754.8,NA,NA,NA,NA,118.44,NA,1.21,0.59312,0.000019624,1,8.85,143.3124
179,10273,0.043441,-0.034892,0.74244,0.0036756,-0.0010022,-0.029665,3754.8,NA,NA,NA,NA,107.93,NA,1.21,0.48674,0.000019624,1,8.9,130.5953
180,6022.4,0.0038557,0.011617,0.64579,0.01431,-0.0025557,-0.03422,3754.8,NA,NA,NA,NA,110.12,NA,1.21,0.58533,0.000019624,1,8.95,133.2452
181,9755.8,0.043387,0.017733,0.78111,0.0031257,-0.01184,0.033332,3754.8,NA,NA,NA,NA,170.81,NA,1.21,0.47938,0.000019624,1,9,206.6801
182,6179.6,-0.063026,0.079154,0.65063,0.0089497,0.0069671,-0.039537,3754.8,NA,NA,NA,NA,110.9,NA,1.21,0.58314,0.000019624,1,9.05,134.189
183,11325,-0.106,0.059799,0.78254,-0.016192,0.0038215,-0.0031635,3754.8,NA,NA,NA,NA,129.87,NA,1.21,0.45249,0.000019624,1,9.1,157.1427
184,7723.4,0.050112,-0.0058409,0.71968,-0.0054772,0.0029454,0.040273,3754.8,NA,NA,NA,NA,146.41,NA,1.21,0.5352,0.000019624,1,9.15,177.1561
185,6697.3,0.056092,-0.11065,0.67096,0.0014221,0.00031142,-0.055028,3754.8,NA,NA,NA,NA,97.923,NA,1.21,0.59042,0.000019624,1,9.2,118.48683
186,12021,-0.02682,-0.11777,0.80611,-0.010634,-0.028753,0.011045,3754.8,NA,NA,NA,NA,151.35,NA,1.21,0.43606,0.000019624,1,9.25,183.1335
187,6703.7,0.064368,0.079659,0.68792,0.015587,-0.0054408,0.021969,3754.8,NA,NA,NA,NA,134.52,NA,1.21,0.56355,0.000019624,1,9.3,162.7692
188,7701.8,-0.036432,0.1058,0.70388,0.0073549,0.0029171,-0.047605,3754.8,NA,NA,NA,NA,91.703,NA,1.21,0.56284,0.000019624,1,9.35,110.96063
189,11371,-0.016389,-0.015265,0.80809,-0.019813,-0.0035861,0.01861,3754.8,NA,NA,NA,NA,169.95,NA,1.21,0.44333,0.000019624,1,9.4,205.6395
190,5877.1,0.044859,0.005879,0.66151,0.0021829,0.012505,-0.0087545,3754.8,NA,NA,NA,NA,121.61,NA,1.21,0.58381,0.000019624,1,9.45,147.1481
191,11020,-0.082027,-0.0036166,0.76782,-0.013437,-0.003776,-0.0047409,3754.8,NA,NA,NA,NA,118.39,NA,1.21,0.46399,0.000019624,1,9.5,143.2519
192,9503.3,-0.038841,-0.037981,0.73216,0.00079636,0.0019647,-0.042284,3754.8,NA,NA,NA,NA,103.01,NA,1.21,0.50356,0.000019624,1,9.55,124.6421
193,10087,0.038906,-0.00085372,0.79144,-0.011307,-0.0098106,0.037384,3754.8,NA,NA,NA,NA,175.45,NA,1.21,0.4717,0.000019624,1,9.6,212.2945
194,5849,0.077402,-0.00081214,0.6455,0.014358,-0.0050017,-0.040873,3754.8,NA,NA,NA,NA,115.68,NA,1.21,0.59343,0.000019624,1,9.65,139.9728
195,10956,0.033127,-0.066182,0.76367,0.0031321,-0.0084498,-0.014933,3754.8,NA,NA,NA,NA,116.91,NA,1.21,0.46396,0.000019624,1,9.7,141.4611
196,8797,0.015863,0.057117,0.7534,0.0017127,-0.0058712,0.034697,3754.8,NA,NA,NA,NA,160.93,NA,1.21,0.50477,0.000019624,1,9.75,194.7253
197,6713.4,-0.0904,0.093409,0.66536,0.0031024,0.0066335,-0.045459,3754.8,NA,NA,NA,NA,103.86,NA,1.21,0.57573,0.000019624,1,9.8,125.6706
198,11900,-0.082061,0.05869,0.80838,-0.023771,0.0029742,0.0071071,3754.8,NA,NA,NA,NA,151.2,NA,1.21,0.43576,0.000019624,1,9.85,182.952
199,6706.1,0.075785,-0.02401,0.68778,0.0014641,0.0044959,0.022939,3754.8,NA,NA,NA,NA,134.54,NA,1.21,0.5641,0.000019624,1,9.9,162.7934
200,7572.9,0.02126,-0.14875,0.69424,0.0017153,0.00025005,-0.050636,3754.8,NA,NA,NA,NA,88.744,NA,1.21,0.56608,0.000019624,1,9.95,107.38024
201,11395,-0.011107,-0.10741,0.80364,-0.013933,-0.036941,0.024172,3754.8,NA,NA,NA,NA,159.02,NA,1.21,0.44316,0.000019624,1,10,192.4142
